PARK_NAME,PARK_STATUS,PARK_TYPE,SUB_TYPE,AREA_HECTARES,EXISTING_PARK_NO,CONSTRUCTED_YEAR,ACCESS_POINTS,COMPKEY,OBJECTID,Shape__Area,Shape__Length
JELLICOE PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.192,324,1980,"JELLICOE CRES, JADE CRES",138343,142,3683,326.534034946379
ERNEST MAJURY PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,2.545,092,1964,"BRENTWOOD DR, BALMORAL DR, DIXIE RD",138217,143,48742.03125,1941.90024006517
PARR LAKE SOUTH PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,4.626,274,1989,"LAURELCREST ST, VODDEN ST E, LONE OAK AV",138500,144,88605.97265625,1810.26298172066
ERNEST AND EDITH PARR PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.373,394,2005,"SUMMERSHADE ST, SPRINGWOOD HEIGHTS CRES",138723,145,7166.609375,342.925749443769
JAMES AND MARGARET MCGIE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.121,400,2005,"NELLY CRT, BLOOMSBURY AVE, CROWN DR",138330,146,21522.5625,638.73019105703
VALLEYCREEK VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.073,502,2005,VALLEYCREEK DR,205307,147,1397.1796875,170.015256858525
HOWDEN PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,4.113,292,1974,"HOWDEN BLVD, HANOVER RD, CENTRAL PARK DR",138321,148,78820.15234375,2269.48555485926
YVONNE FLAKOWICZ PARK,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,7.286,228,1988,"BARR CR, PINELLAS DR, RICHVALE DR S",138822,149,139655.21484375,1761.3416151203
VAN SCOTT PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.426,063,2001,VAN SCOTT DR,138775,150,27311.98046875,751.480681226005
DUMFRIES PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.108,131,1988,"DUMFRIES AVE, HURONTARIO ST",138192,151,21226.51171875,720.982308664674
HOSKINS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.231,633,1980,DIXIE RD,205829,152,4417.41015625,313.045829374444
HANOVER PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.833,289,1975,HANOVER RD,138290,153,15956.8359375,573.540622532056
LUNDY PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.091,267,1986,"NOTTINGHAM DR, DIXIE RD",138404,154,1722.62890625,219.442583750917
GEORGE RANSIER PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.819,386,2005,"TOURNAMENT DR, PAPPAIN CRES",138264,155,15699.12109375,506.526623242436
STEACY PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.606,103,1983,"ELIZABETH ST S, MAIN ST S, ELGIN DR, MILL ST S",138714,156,30726.578125,868.051673564864
BOREHAM PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.226,114,1983,"CARNFORTH DR, RAMSGATE CRT, BOREHAM CIR, AXMINSTER RD, CONSERVATION DR",138042,157,23487.1875,966.595805626614
CLOVER BLOOM PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.294,310,1995,"CLOVER BLOOM RD, RAIN LILY LANE",138131,158,5633.60546875,315.041107922785
DAVENPORT PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.518,331,1970,"BALMORAL DR, DAVENPORT CR",138169,159,9907.2109375,596.901315187532
DALTON PARK,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,1.637,330,1970,"DALTON PL, BRAMALEA RD, DORSET DR",138166,160,31185.828125,1614.12208077382
COBBLEHILL PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.874,506,2007,"BAYLAWN CIR, CALDERSONE RD, COBBLEHILL CRES",138132,161,16782.8515625,561.257817412923
FRANK HARKEMA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.783,465,2006,"BEAVERVALLEY DR,QUEEN MARY DR,",138175,162,14991.8125,668.513014029003
TERAMOTO PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,16.387,663,2013,"JAMES POTTER RD, QUEEN ST W, CHINGUACOUSY RD",138147,163,313542.0625,2581.1310850836
EVENING STARS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.423,459,2006,"BENMORE CRES, CRSTALHILL CRES",138221,164,8121.71875,361.351378372285
SLED DOG PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.778,458,2006,"SLED DOG RD, FATHER TOBIN RD",138692,165,14923.91015625,492.212175582635
UPPERLINKS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.777,657,2010,"VINTONRIDGE DR, ADASTRA PL, UPPERLINKS DR",138763,166,14905.65234375,507.99146337437
GATESGILL PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.849,072,1991,"GATESGILL ST, MURRAY ST",138261,167,35396.046875,1116.34303323834
BUFFRIDGE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.105,056,1998,"CRESTHAVEN RD, BUFFRIDGE TR",138073,168,2002.04296875,175.694594796903
WHITE SPRUCE VALLEY NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.645,515,1987,SANDALWOOD PKWY ,138672,169,12359.73828125,606.015820034156
LASCELLES PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.111,262,1980,"LEACREST ST, LASCELLES BLVD, LEANDER ST",138385,170,21280.9296875,900.909770404054
HANSEN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.253,235,1980,"HANSEN RD N, WILLIAMS PKY",138291,171,4819.69921875,282.997229643291
DOPP PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.402,840,2018,"BERING RD, OBSERVATORY CRES",216441,172,7713.375,349.246206732762
OLD FAIRGROUNDS PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,7.361,097,1951,"ELLIOTT ST, MCMURCHY AV S",138488,173,140856.64453125,1575.95042605274
STEELES PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,2.911,191,1984,"STEELES AV E, BARTLEY BULL PY",138715,174,55667.80859375,1095.18671235579
BANTING PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.988,035,1982,"MCLAUGHLIN RD S, BANTING CR, VERITY CT",138010,175,18900.37109375,550.890058127819
DURHAM PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.654,336,1970,"DURHAM CRES, DONCASTER DR, BRAMALEA RD",138194,176,31695.7109375,1222.20760157561
BURLWOOD POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.317,1627,,,473456,177,25300.15625,788.299647993838
BERISFORD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.647,024,1990,"CHINGUACOUSY RD, CORTEZ CRT, FARNHAM DR, CANDY CRES",138023,178,12373.94921875,462.501376604434
INDER HEIGHTS PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.39,118,1989,"INDER HEIGHTS DR, RED TAIL CT",138327,179,26648.64453125,804.621461506493
DORSET PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.293,334,1970,"DONCASTER DR, DORCHESTER DR",138188,180,24761.46875,1179.92950690625
GEDDES CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.907,823,,,441058,181,36557.84765625,1282.74334146385
LILLINGTON CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.135,666,1976,HILLSIDE DR,217224,182,2587.1875,288.754470292552
SIEMENS,ACTIVE,CITY PARKS,CITY PARK,35.854,655,2010,"HERITAGE RD, BOVAIRD DR W",138689,183,685435.48046875,3625.42660339806
ALBERT CALLAGHAN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.806,392,2005,"NAMAO CRES, GLORIA RD,SHUTTER LANE",137990,184,15394.37890625,496.379093881193
CAROLINE ARMINGTON VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.273,490,2007,CONCORDE DR,138133,185,5248.078125,533.883049177876
SUNNY MEADOW PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.3,314,2000,"SUNNY MEADOW BLVD, GOLDEN EAGLE RD, PLUM HOLLOW CRT",138727,186,5751.9140625,317.480682924938
HEDGELINE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.79,385,2005,"HEDGELINE ST, SNOWYWOOD DR, FILBERT WAY",138307,187,15121.39453125,508.669444160434
FALLEN OAK PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.021,050,1989,RAY LAWSON BV,138234,188,38637.5625,819.550877920969
FLETCHERS GREEN COMMUNITY PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,9.317,107,1992,"MCLAUGHLIN RD, RAY LAWSON BV",138248,189,178091.03125,1914.71391571659
VAN KIRK CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.903,062,2002,"WANLESS DR, BRAMBANK CRES, MCLAUGHLIN RD",138774,190,17295.28125,687.213207610856
GLENMANOR PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.565,135,1989,"GLENMANOR DR, SANDMERE AVE",138271,191,10817.58203125,417.426311730172
LETHBRIDGE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.577,140,1990,"DONNA DR, JAY ST",138392,192,11053.84765625,490.704844719761
DRINKWATER COMMUNITY PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,8.483,041,1993,"DRINKWATER RD, CHINGUACOUSY RD, VIVIANS CR",138190,193,162238.4921875,3085.98596057254
COLONEL BALDWIN POND,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.913,940,2016,,138223,194,190548.4609375,2426.7496855376
MARTINEAU VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.01,414,2007,MARTINEAU RD,138438,195,176.3359375,63.5686814923597
CHERRYTREE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.012,106,1989,CHERRYTREE DR,138113,196,19345.9609375,558.045882694239
DISCOVERY CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,3.225,249,1999,"SANDALWOOD PKWY E, PETER ROBERTSON BLVD, MORNINGMIST ST",138178,197,61825.33203125,2763.55673560265
HERITAGE THEATRE,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,0.082,532,1989,"MARKET SQUARE BLVD, MAIN ST N, THEATRE LANE",138309,198,1563.2734375,166.371547540822
MALTA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.081,108,1991,MALTA AV,138423,199,1537.5546875,157.122309667486
SWEETWOOD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.044,990,,SWEETWOOD CIR,471636,200,837.92578125,144.639086397123
CARNFORTH PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.252,115,1980,"CARNFORTH DR, RAMSGATE CRT, BOREHAM CIR, CAIRNMORE CRT",138091,201,24000.3828125,889.82341870343
BERRYMAN CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.189,484,2005,SUNPINO CRES,138025,202,3634.8828125,246.677498042052
FIDDLERS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.57,009,2003,"FIDDLERS GREEN DR, FREDOM GATE, HONEYMOON DR, FIDELITY AVE",138245,203,10909.47265625,440.188473471639
CROWN VICTORIA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.81,380,2005,"CADILLAC CRES, CROWN VICTORIA DR, EL CAMINO WAY",138158,204,15515.1875,491.309715564218
MARY GOODWILLIE YOUNG PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.827,463,2005,"LEVER GATE, WILLIAMSON DR, SUGAR HILL DR",138275,205,15840.42578125,518.893026950275
SHAIN VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.593,428,2002,"EARLSBRIDGE BLVD, COTTONTAIL RD, CIPRAIANO CRT",138196,206,11358.328125,561.324322741453
DEARBOURNE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,4.699,332,1970,"DEARBOURNE BLVD, DARTNELL PL, DUNBARTON CRES, DRUM OAK CRES, DORSET DR",138170,207,90015.0234375,2577.02967514775
WATCHMAN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.446,505,2007,"NEWCROFT RD, WATCHMAN RD",138789,208,8566.27734375,368.596654164215
GIFFEN FAMILY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.241,381,2004,"FROST WEED CRT, LARKSPUR RD, MAIDENGRASS RD",138266,209,23810.94921875,613.131414088115
CURTIS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.476,090,1980,CURTIS DR,138162,210,9082.33203125,364.716853903419
WOODVIEW PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,4.752,105,1980,"HAROLD ST, ROSEVILLE DR, CORBY CRES",138817,211,90917.3515625,1627.01808173312
CHUDLEIGH PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.665,485,2007,"FANDANGO DR, DENCOR ST, OAKDENE ST, CLYDE RD",138124,212,12720.015625,482.120847755203
BONNIE BRAES PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.66,671,2014,"CREDITVIEW RD, LLOYD SANDERSON DR, BONNIE BRAES DR",204192,213,12625.94921875,452.182165144154
WILLOW PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.143,180,1980,"CENTRE ST N, VODDEN ST E",138811,214,2745.20703125,238.568934317643
HARRY A SHIELDS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.418,252,2000,"RIVERBANK RD, SANDYSHORES DR",138294,215,8017.87890625,364.967466884307
GLADYS AND GEORGE GRAY PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,1.031,527,2009,"ABITIBI LAKE DR, BON ECHO TRAIL, MOIRA CREEK DR, OPENBAY GDNS",138501,216,19770.80859375,572.427607694866
LAUDERHILL VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,5.422,641,2012,"AIRPORT RD, COUNTRYSIDE DR",138388,217,104119.47265625,1451.33794612198
DORCHESTER PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,2.592,333,1970,"DORCHESTER DR, DRAYTON CR, DONALADA PL, DEVLIN PL",138187,218,49669.70703125,1683.81765736382
FAIRGLEN PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.945,069,1965,FAIRGLEN AV,138226,219,18079.7421875,734.893362918764
THORNDALE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.877,373,2004,"EASTBROOK WAY, THORNDALE ROAD, MAUVE DR",138739,220,16821.7421875,678.903267187417
SESQUICENTENNIAL PARK,ACTIVE,CITY PARKS,CITY PARK,39.045,309,2004,"BRAMALEA RD, COUNTRYSIDE DR",138681,221,749513.8203125,3433.99242444276
KINGFISHER PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.482,205,1991,"KINGFISHER CRT, KENNEDY RD N, KENPARK AVE",138362,222,28373.796875,909.709975793885
FERRI PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.295,134,1983,"FERRI CRES, LAWNVIEW CRT, BRAIDWOOD LAKE",138244,223,5629.33203125,431.87734902268
BALMORAL PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.718,300,1965,"BALMORAL DR, BENTWOOD DR, AVONDALE BLVD",138009,224,52058.53515625,1328.93714015388
DESERT GARDEN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.778,951,2018,"PADBURY TRAIL, MUSCOVY DR",470482,225,14889.515625,486.17125423845
ROBERT POST PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.94,718,2016,"VETERANS DR, BUICK BLVD, MONUMENT TRAIL, GASTONIA RD",220862,226,37110.49609375,824.729033712445
GREENBRIAR PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.677,318,1974,"WILLIAMS PKWY E, GRAND VALLEY DR",138283,227,12991.578125,1006.96051544731
PEEL VILLAGE GOLF COURSE,ACTIVE,CITY PARKS,CITY PARK,31.403,199,1988,HARTFORD TRAIL,138504,228,600694.32421875,4271.68010006408
FRANCIS H TAYLOR PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.752,390,2008,ASHBY FIELDS RD,138256,229,14381.89453125,494.996274184668
MOODY FAMILY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.837,709,2015,"HASKER RD,KILLICK RD, ROBERT PARKINSON DR",200770,230,16016.70703125,489.237678351282
DONNELLY EAST PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.018,210,1996,SANDALWOOD PKWY E,138185,231,19509.75390625,556.207272070008
COURTLEIGH PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.058,209,1980,"COURTLEIGH SQ, SANDALWOOD PKY E",138144,232,1109.12109375,155.75065649389
KEE VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,8.384,522,2007,"POLONIA AVE, TATRA CRES",138734,233,160268.5859375,2613.61566837131
FOLKSTONE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.128,342,1970,"CLARK BLVD, FOLKSTONE CRES",138253,234,21628.734375,1003.88571211327
WALKER CHANNEL EAST,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.046,600,1990,"WALKER DR, WOODSLEA RD",214346,235,20041.0625,1039.85501420911
FAIRHILL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.763,008,2003,"ROXTON CRES, CHESTERMERE CRES, SPENCER DR, FAIRHILL AVE",138230,236,14617.046875,556.592039982292
SIMPSON POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.148,1515,2004,"HURONTARIO ST, SANDALWOOD PKY W",138690,237,21995.65625,587.351691561448
VIVIANS WOOD RECREATIONAL TRAIL,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.665,048,2000,"MCCLEAVE CRES, SUNLEY CRES, WHITE TAIL CRES, RIPLEY CRES",138784,238,12677.2890625,2540.64796031948
CHRISTIE PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.599,203,1987,"IRIS CRES, KENPARK AVE, CHRISTIE DR, CONSERVATION DR",138123,239,11496.53125,933.467614675299
FINLEY CHANNEL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.963,592,1995,FINLEY RD,216437,240,18433.921875,965.60098290019
FINLEY CHANNEL NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.36,593,1995,"GLIDDEN RD, FINLEY RD",441053,241,26024.01171875,1327.35180668063
TITAN CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.941,594,1995,"WEST DR, TITAN RD",441054,242,37163.515625,2005.7099656041
WHITEWASH PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.374,033,2002,"CULTURE CRES, WHITEWASH WAY, LOGGERS LANE",138801,243,26288.10546875,643.896650757844
ETHELREDA CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.202,688,2016,,220852,244,42321.41796875,1356.04117109652
EARL COOK PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.79,007,2004,FAIRHILL AVE,138195,245,15111.22265625,548.040062791546
JP HUTTON PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.853,020,2003,"TIDELAND DR, MADRONNA GDNS, PAULINE CRES, CARNAC GDNS",138411,246,16339.08203125,523.002302596097
BELLCREST PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.563,690,2014,"GEORGE ROBINSON DR, BELLCREST RD",214344,247,10757.72265625,441.091841643759
KEIRSTEAD PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.642,473,2007,"KEIRSTEAD TRAIL, FAWSON COVE WAY, VINCENT ST",138353,248,12317.48828125,471.131346363476
OMEGA PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.173,218,1980,"OMEGA SQ, COURTLEIGH SQ",138490,249,3320.6640625,253.988318958684
CRESTHAVEN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.012,058,1995,CRESTHAVEN RD,138153,250,19386.15234375,554.134117367553
MCKINNEY PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.79,021,2001,"HEARTLEAF CRES, SHELLBAN GDNS, BLUELEAF TRAIL,CATTAIL GATE, PEACHLEAF CRES, MCKINNEY GDNS",138443,251,15134.47265625,502.524892163256
HAZELWOOD PARK SOUTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.797,258,1970,"HAZELWOOD DR,LOCKSLEY PL, HAZELWOOD CRT, HILLSIDE DR",138300,252,34429.703125,978.901211625252
TWIN FALLS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.801,649,2013,"TWIN FALLS RD, MERRICKVILLE WAY, SHEDIAC RD",214110,253,15309.1328125,500.804001300641
ANDERSON FAMILY PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.741,495,2008,"2 WATSONBROOK DR, 2 ABITIBI DR,",137997,254,14187.6875,481.268188658254
SALISBURY CIRCLE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.539,173,1975,SALISBURY CIR,138665,255,10311.203125,515.922764913347
RUSHMORE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.295,223,1980,"RUSHMORE CRES, SANDALWOOD PKY E, BERKSHIRE SQ",138554,256,5647.765625,368.707855790581
BULL VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,4.794,452,2007,"FATHER TOBIN RD, TORBRAM RD",138239,257,91970.37890625,1369.72529381194
LOCUSTWOOD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.124,169,1980,"VODDEN ST E, LOCUSTWOOD CRT",138399,258,2320.73828125,299.041721855059
LOWER THAMES PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.558,745,2017,LOWER THAMES DR,465369,259,10659.984375,533.982460835919
DUNCAN FOSTER POND SOUTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,3.736,1575,2012,,209526,260,71744.05078125,1299.29230314525
ENVIRONMENTAL PARK 665,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,0.203,665,1980,"CONSERVATION DR, AXMINSTER RD",,261,3893.328125,422.002558820082
LILLIE ROBERTS WOODLOT,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.298,454,2005,"MOUNT ROYAL CIR, LOUVAN DR",138394,262,24920.39453125,644.848282051204
MARTYNIUK PARK,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,0.553,359,1977,MICHELANGELO BLVD,138439,263,10609.09765625,511.858828411738
WALTER WATSON VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.083,411,2006,HUNTSPOINT DR,138324,264,1571.59375,525.305383584214
LARGE CHANNEL NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.67,455,2006,"MCLAUGHLIN RD, EARLSBRIDGE BLVD",138516,265,12832.9609375,468.849344156845
LAURELCREST PARK SOUTH,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.252,265,1980,"LAMBETH ST, QUEEN ST E",138390,266,23980.4453125,627.689990441451
CHRYSANTHEMUM VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,22.829,680,2015,,214342,267,438336.53125,4209.5223705528
JOHNSTONE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.72,382,2005,TIANALEE CRES,138741,268,13785.66796875,500.644647405103
MATTHEW CATION PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.817,018,2004,"CLOVERCREST DR, EDENVALLEY RD, EDENBROOK HILL DR",138208,269,15641.48828125,497.017272366559
GOLD PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.091,019,2002,"GOLD PARK PL, SIR DAVID PL",138273,270,20887.28515625,611.892135159436
STILLMAN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.806,656,2011,"BEGONIA CRES, STILLMAN DR",176990,271,15426.6953125,491.550389549119
LOLA POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.909,1632,,,460913,272,55701.32421875,1201.64330381755
CHINGUACOUSY LIONS CLUB WATER TOWER PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,2.363,057,1998,"MAYFIELD RD, CRESTHAVEN RD",138118,273,45285.078125,941.390715582771
GALVESTON CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.631,420,2006,"WANLESS DR, SAMS CRES, GALVERSTON CRES, JOYWILL,CHINGAUCOUSY",138788,274,31170.9609375,1443.36650034437
DEXFIELD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.833,130,1988,BURNLEY PL,138177,275,15956.56640625,629.084136684973
BARBREH BROWN PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.791,504,2007,"LEPARC RD, DARREN RD",138011,276,15197.34765625,484.659817385817
NATIVE LANDING PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.023,030,2003,NATIVE LANDING,138472,277,19581.84765625,678.618840058205
GLENFOREST PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.738,315,1975,"GLENFOREST RD, WILLIAMS PKY, GOLD PINE CRT, GOLD FINCH CRT",138269,278,14171.91015625,1060.34149553926
JUDGE SCOTT VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,31.092,354,1978,"BELLINI AV, MICHELANGELO BV",138020,279,597088.27734375,6071.62594426687
LASCELLES PARK SOUTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.412,263,1980,"LEANDER ST, LAKEHURST ST, LORD SIMCOE, HOWDEN BLVD",138386,280,7881.90625,490.128077117534
ALEXANDER MCVEAN VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.07,503,2005,VALLEYSIDE TRAIL,138771,281,1338.6015625,164.990431466459
WJ CLIFFORD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.759,475,2009,"PEAK DR, SPICEBUSH",138787,282,14492.08203125,515.719423210423
CHRISTOPHER STORK WOODS,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,6.465,844,,,214341,283,123639.09765625,2202.50785344497
RATHCLIFFE WOODS,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,0.96,361,1990,BLUE JAY AVE,138521,284,18443.91015625,600.825525120068
ABRAHAM BLOCK POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.861,1630,2011,,215485,285,16467.2109375,643.861705886174
